City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
113,Airai,TL,-8.9266,125.4092,60.98,47,88,3.33,overcast clouds
114,Luderitz,NA,-26.6481,15.1594,56.8,86,0,9.86,clear sky
115,Yellowknife,CA,62.456,-114.3525,73.92,46,75,5.75,broken clouds
116,Chokurdakh,RU,70.6333,147.9167,43.05,53,89,13.58,overcast clouds
117,Fort Saint James,CA,54.4333,-124.25,71.56,50,93,10.4,overcast clouds
118,Cidreira,BR,-30.1811,-50.2056,56.39,92,0,3.47,clear sky
119,Haines Junction,CA,60.7522,-137.5108,64.35,45,93,14.97,overcast clouds
120,Newnan,US,33.3807,-84.7997,87.31,68,75,4.61,light rain
121,Mabaruma,GY,8.2,-59.7833,74.52,96,72,3.58,broken clouds
122,Dire,ML,12.2833,-10.9667,74.82,92,70,3.38,light rain
123,Hithadhoo,MV,-0.6,73.0833,82.56,74,100,12.59,overcast clouds
124,Lebu,CL,-37.6167,-73.65,44.55,77,73,3.49,broken clouds
125,Envira,BR,-7.3,-70.2167,76.33,83,81,1.86,broken clouds
126,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,95,100,19.57,overcast clouds
127,Port Blair,IN,11.6667,92.75,81.43,83,89,7.63,overcast clouds
128,Yulara,AU,-25.2406,130.9889,57.83,23,0,7.11,clear sky
129,Margate,GB,51.3813,1.3862,73.9,68,22,9.64,few clouds
130,Solnechnyy,RU,50.7214,136.6319,56.16,99,100,4.5,light rain
131,Christchurch,NZ,-43.5333,172.6333,53.8,82,40,17.27,light rain
132,Brooks,CA,50.5834,-111.8851,57.04,94,98,9.13,moderate rain
133,Sorland,NO,67.667,12.6934,51.66,85,94,13.69,overcast clouds
134,Saint-Philippe,RE,-21.3585,55.7679,67.59,76,76,16.6,broken clouds
135,Pevek,RU,69.7008,170.3133,32.29,98,100,7.0,light snow
136,Jega,NG,12.2175,4.3792,74.8,87,99,8.63,light rain
137,Castro,BR,-24.7911,-50.0119,57.7,99,100,3.67,overcast clouds
138,Ewa Beach,US,21.3156,-158.0072,85.95,60,100,17.27,overcast clouds
139,Olga,RU,43.7444,135.2892,71.58,72,64,2.68,broken clouds
140,Jamestown,US,42.097,-79.2353,73.04,83,100,9.22,overcast clouds
141,Matara,LK,5.9485,80.5353,78.8,86,75,14.29,broken clouds
142,San Patricio,US,28.017,-97.5169,92.53,58,30,16.26,scattered clouds
143,Jabinyanah,TN,35.035,10.9081,80.4,64,0,8.37,clear sky
144,Boyolangu,ID,-8.1181,111.8935,75.61,86,87,2.71,overcast clouds
145,Juneau,US,58.3019,-134.4197,58.21,92,100,6.91,overcast clouds
146,Bambous Virieux,MU,-20.3428,57.7575,68.22,82,75,16.11,light rain
147,Dukat,RU,62.55,155.55,74.28,55,73,8.14,broken clouds
148,Tarakan,ID,3.3,117.6333,78.3,94,100,2.3,light rain
149,Broken Hill,AU,-31.95,141.4333,46.02,58,6,9.51,clear sky
150,Cotonou,BJ,6.3654,2.4183,76.98,83,40,12.66,scattered clouds
151,Dhidhdhoo,MV,6.8833,73.1,82.13,79,100,17.45,moderate rain
152,Codrington,AU,-38.2667,141.9667,48.7,65,100,7.99,overcast clouds
153,Bubaque,GW,11.2833,-15.8333,79.56,84,99,11.21,overcast clouds
154,Mount Gambier,AU,-37.8333,140.7667,40.91,93,100,0.0,mist
155,Ahipara,NZ,-35.1667,173.1667,62.17,84,83,11.21,broken clouds
156,Dalnerechensk,RU,45.9339,133.7225,68.27,87,98,3.94,overcast clouds
157,Dingle,PH,10.9995,122.6711,75.85,96,100,5.91,overcast clouds
158,Kapiri Mposhi,ZM,-13.9652,28.6809,50.95,80,1,5.46,clear sky
159,Constitucion,CL,-35.3333,-72.4167,48.87,90,81,8.37,broken clouds
160,Nikel,RU,69.4128,30.222,55.58,87,67,4.32,broken clouds
161,Baykit,RU,61.67,96.37,56.91,98,98,2.86,light rain
162,Castrovillari,IT,39.8203,16.2123,67.3,57,58,2.46,broken clouds
163,Hualmay,PE,-11.0964,-77.6139,62.51,82,82,10.78,broken clouds
164,Sitka,US,57.0531,-135.33,53.49,94,100,5.75,light rain
165,Qandala,SO,11.472,49.8728,87.48,52,83,11.83,broken clouds
166,Bathsheba,BB,13.2167,-59.5167,81.21,84,20,20.71,few clouds
167,Honningsvag,NO,70.9821,25.9704,51.55,93,75,0.0,broken clouds
168,Vanavara,RU,60.34,102.2797,59.61,93,100,5.1,overcast clouds
169,Ballina,AU,-28.8667,153.5667,52.02,99,52,9.73,broken clouds
170,Ostersund,SE,63.1792,14.6357,50.61,81,100,9.22,overcast clouds
171,Manoharpur,IN,27.3,75.95,87.35,59,94,4.74,overcast clouds
172,Horizontina,BR,-27.6258,-54.3078,56.52,90,87,1.39,overcast clouds
173,Lac Du Bonnet,CA,50.2536,-96.0612,81.19,60,38,2.62,scattered clouds
174,Lokosovo,RU,61.1333,74.8167,59.49,69,78,7.38,broken clouds
175,Padang,ID,-0.9492,100.3543,71.65,73,39,4.05,scattered clouds
176,Bethel,US,41.3712,-73.414,75.36,93,40,9.22,scattered clouds
177,Sibolga,ID,1.7427,98.7792,77.04,81,94,2.55,overcast clouds
178,Ucluelet,CA,48.9329,-125.5528,64.71,83,73,1.99,broken clouds
179,Taunggyi,MM,20.7833,97.0333,65.23,93,99,3.36,overcast clouds
180,Kansanshi,ZM,-12.0951,26.4273,52.05,61,6,4.56,clear sky
181,Gambela,ET,8.25,34.5833,69.19,95,98,2.19,overcast clouds
182,Kodiak,US,57.79,-152.4072,60.31,67,0,9.22,clear sky
183,Marrakesh,MA,31.6315,-8.0083,86.07,45,40,2.3,scattered clouds
184,Chenghai,CN,23.4632,116.768,82.31,89,75,6.71,broken clouds
185,Kyaikkami,MM,16.08,97.5675,81.48,79,71,3.31,broken clouds
186,Longyearbyen,SJ,78.2186,15.6401,51.64,66,75,14.97,broken clouds
187,Havoysund,NO,70.9963,24.6622,52.03,95,85,7.31,overcast clouds
188,Cockburn Town,TC,21.4612,-71.1419,81.82,78,1,18.34,clear sky
189,Mayo,US,38.8876,-76.5119,82.67,87,40,0.0,scattered clouds
190,Laguna,US,38.421,-121.4238,105.76,16,0,6.91,clear sky
191,Springdale,US,36.1867,-94.1288,96.03,41,0,6.91,clear sky
192,Te Anau,NZ,-45.4167,167.7167,42.39,97,100,4.61,overcast clouds
193,Viedma,AR,-40.8135,-62.9967,42.75,39,64,9.33,broken clouds
194,Nanortalik,GL,60.1432,-45.2371,46.38,80,73,5.46,broken clouds
195,America Dourada,BR,-11.4553,-41.4361,66.13,83,4,11.63,clear sky
196,Hazorasp,UZ,41.3194,61.0742,73.24,27,0,12.12,clear sky
197,Iqaluit,CA,63.7506,-68.5145,42.53,81,75,18.41,broken clouds
198,Chaska,US,44.7894,-93.6022,93.65,60,0,10.36,clear sky
199,Waverly,US,42.7392,-84.6208,84.13,49,0,13.8,clear sky
200,Talnakh,RU,69.4865,88.3972,61.21,51,88,1.03,overcast clouds
201,Saravan,AM,39.7196,45.6483,61.74,35,3,10.33,clear sky
202,Kaitangata,NZ,-46.2817,169.8464,46.27,87,100,9.17,overcast clouds
203,Belyy Yar,RU,53.6039,91.3903,59.86,67,0,6.71,light rain
204,Saint-Francois,FR,46.4154,3.9054,65.68,77,0,3.44,clear sky
205,Soyo,AO,-6.1349,12.3689,70.11,89,4,6.26,clear sky
206,Alta Floresta,BR,-9.8756,-56.0861,74.68,36,2,3.38,clear sky
207,Pacific Grove,US,36.6177,-121.9166,80.55,80,0,11.5,clear sky
208,Goderich,CA,43.7501,-81.7165,75.9,77,1,2.68,clear sky
209,Abu Dhabi,AE,24.4667,54.3667,96.91,54,0,6.91,clear sky
210,Sai Buri,TH,6.7013,101.6168,81.97,86,100,5.35,overcast clouds
211,Carnarvon,AU,-24.8667,113.6333,61.16,62,0,11.59,clear sky
212,Nishihara,JP,26.1842,127.7558,87.46,84,75,12.66,broken clouds
213,Okha,RU,53.5739,142.9478,54.12,98,99,16.33,light rain
214,Praia,CV,14.9215,-23.5087,75.42,84,80,11.79,broken clouds
215,Tasiilaq,GL,65.6145,-37.6368,37.56,86,37,0.72,scattered clouds
216,Namibe,AO,-15.1961,12.1522,64.94,86,83,2.66,broken clouds
217,Clyde River,CA,70.4692,-68.5914,35.83,93,75,8.05,broken clouds
218,Changli,CN,39.7042,119.1506,78.55,67,75,5.86,broken clouds
219,Kerchevskiy,RU,59.946,56.2884,58.89,78,17,4.54,few clouds
220,Petapa,GT,14.5028,-90.5517,78.15,60,75,13.8,broken clouds
221,Visnes,NO,59.3556,5.2242,58.21,88,75,4.61,broken clouds
222,Alofi,NU,-19.0595,-169.9187,78.69,73,75,19.57,broken clouds
223,Ellisras,ZA,-23.6649,27.7443,50.77,71,4,4.25,clear sky
224,Muros,ES,42.7762,-9.0603,67.08,83,9,10.56,clear sky
225,Gulmarg,IN,34.049,74.3921,58.73,87,55,3.0,broken clouds
226,Souillac,MU,-20.5167,57.5167,66.58,82,75,16.11,broken clouds
227,Marawi,PH,7.9986,124.2928,69.8,95,100,2.68,light rain
228,Samarai,PG,-10.6167,150.6667,80.35,82,19,9.24,few clouds
229,Dieppe,FR,49.75,1.1667,78.98,25,0,9.51,clear sky
230,Viransehir,TR,37.2353,39.7631,84.7,25,0,3.89,clear sky
231,Pareora,NZ,-44.4871,171.2132,46.18,97,100,16.62,light rain
232,Izmalkovo,RU,52.6887,37.964,50.27,92,4,9.37,clear sky
233,Corowa,AU,-36.0333,146.3833,44.58,97,3,6.04,clear sky
234,Alekseyevskaya,RU,50.2896,42.1845,55.81,88,0,9.04,clear sky
235,Buala,SB,-8.145,159.5921,85.12,66,36,6.91,light rain
236,Bardiyah,LY,31.7561,25.0865,76.69,76,0,8.61,clear sky
237,Gat,IL,31.61,34.7642,78.4,83,0,0.63,clear sky
238,Olavarria,AR,-36.8927,-60.3225,44.02,57,37,4.65,scattered clouds
239,Kirakira,SB,-10.4544,161.9205,83.32,72,24,6.85,few clouds
240,Lata,PT,40.1629,-8.3327,59.02,97,11,0.87,few clouds
241,Coquimbo,CL,-29.9533,-71.3436,55.13,87,0,3.44,clear sky
242,Celestun,MX,20.8667,-90.4,87.01,67,37,14.74,scattered clouds
243,Egvekinot,RU,66.3167,-179.1667,49.57,48,95,10.89,overcast clouds
244,Oranjemund,NA,-28.55,16.4333,54.7,94,13,6.06,few clouds
245,Glazov,RU,58.1394,52.6584,63.01,95,96,9.91,overcast clouds
246,Koprivnica,HR,46.1628,16.8275,57.29,44,15,2.06,few clouds
247,Acajutla,SV,13.5928,-89.8275,83.05,78,65,4.7,broken clouds
248,Batagay-Alyta,RU,67.8006,130.4114,45.63,90,100,6.06,overcast clouds
249,Verkhnyaya Inta,RU,65.9811,60.3094,61.97,73,15,3.69,few clouds
250,San Cristobal,VE,7.7669,-72.225,75.38,95,98,2.08,overcast clouds
251,Hamilton,US,39.1834,-84.5333,81.91,75,40,5.75,scattered clouds
252,El Bagre,CO,7.5927,-74.8086,78.24,91,61,1.66,broken clouds
253,Maniitsoq,GL,65.4167,-52.9,44.08,91,100,2.57,overcast clouds
254,Cabildo,AR,-38.4842,-61.8954,39.97,44,50,5.3,scattered clouds
255,Qaqortoq,GL,60.7167,-46.0333,46.99,78,97,3.53,overcast clouds
256,Sur,OM,22.5667,59.5289,83.35,92,40,7.02,scattered clouds
257,Shiraoi,JP,42.55,141.35,77.2,83,16,3.2,few clouds
258,Mukhen,RU,48.1,136.1,59.88,96,100,2.35,light rain
259,Ciudad Bolivar,VE,8.1222,-63.5497,81.18,73,97,11.86,overcast clouds
260,Eureka,US,40.8021,-124.1637,74.12,73,27,5.99,scattered clouds
261,Nouadhibou,MR,20.931,-17.0347,73.38,78,42,9.22,scattered clouds
262,Springbok,ZA,-29.6643,17.8865,47.28,79,28,2.51,scattered clouds
263,Kaduna,NG,10.5222,7.4383,68.79,95,56,4.29,broken clouds
264,Marzuq,YE,14.4,46.4667,81.63,44,100,10.42,overcast clouds
265,Guerrero Negro,MX,27.9769,-114.0611,78.22,56,3,15.14,clear sky
266,Coolum Beach,AU,-26.5333,153.1,68.34,49,98,10.38,overcast clouds
267,Xining,CN,36.6167,101.7667,52.39,83,41,3.62,scattered clouds
268,Powell River,CA,49.8496,-124.5361,71.24,64,75,5.75,broken clouds
269,Konyar,HU,47.3167,21.6667,63.45,51,0,3.44,clear sky
270,Hirara,JP,24.8,125.2833,88.07,79,75,17.27,broken clouds
271,San Angelo,US,31.4638,-100.437,106.11,18,20,8.05,few clouds
272,Tiksi,RU,71.6872,128.8694,34.39,86,100,20.51,overcast clouds
273,Taoudenni,ML,22.6783,-3.9836,96.37,9,1,3.13,clear sky
274,Tilichiki,RU,60.4667,166.1,61.84,59,100,6.58,overcast clouds
275,Fort Nelson,CA,58.8053,-122.7002,63.99,77,100,6.91,shower rain
276,Coria,ES,39.9879,-6.5377,69.46,54,0,6.38,clear sky
277,Nizhniy Odes,RU,63.6445,54.856,59.77,80,84,4.79,broken clouds
278,Vagay,RU,57.9375,69.0217,56.84,79,57,4.29,broken clouds
279,Tura,IN,25.5198,90.2201,75.07,97,94,5.61,overcast clouds
280,Oksfjord,NO,70.2396,22.3479,52.0,99,100,5.1,overcast clouds
281,Norman Wells,CA,65.282,-126.8329,73.44,43,75,11.5,broken clouds
282,Araouane,ML,18.9048,-3.5265,94.68,33,42,1.05,scattered clouds
283,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,88,75,8.95,broken clouds
284,Aripuana,BR,-9.1667,-60.6333,76.91,44,0,1.97,clear sky
285,Westport,US,41.1415,-73.3579,78.08,96,40,5.75,scattered clouds
286,Appleton,US,44.2619,-88.4154,86.07,64,75,6.91,broken clouds
287,Teixeira,BR,-7.2228,-37.2542,66.6,84,86,11.12,overcast clouds
288,Huarmey,PE,-10.0681,-78.1522,63.18,85,62,10.6,broken clouds
289,Broome,US,42.2506,-75.833,74.61,89,100,12.66,overcast clouds
290,Caala,AO,-12.8525,15.5606,54.72,41,9,2.08,clear sky
291,Severo-Kurilsk,RU,50.6789,156.125,56.34,88,99,9.84,overcast clouds
292,Melendugno,IT,40.2747,18.3368,75.29,94,0,6.91,clear sky
293,Oussouye,SN,12.485,-16.5469,80.69,75,93,5.55,overcast clouds
294,Xai-Xai,MZ,-25.0519,33.6442,64.96,94,0,5.91,clear sky
295,Inta,RU,66.0317,60.1659,62.33,77,16,2.84,few clouds
296,Meilen,CH,47.2723,8.6462,69.04,63,1,1.14,clear sky
297,Mogadishu,SO,2.0371,45.3438,75.42,80,81,18.77,light rain
298,Itaituba,BR,-4.2761,-55.9836,79.63,56,79,1.32,broken clouds
299,Bang Saphan,TH,11.2126,99.5117,79.32,85,72,6.71,broken clouds
300,Port Keats,AU,-14.25,129.55,75.7,46,62,7.56,broken clouds
301,Batemans Bay,AU,-35.7167,150.1833,51.1,58,89,8.75,overcast clouds
302,Kokemaki,FI,61.2565,22.3564,49.78,96,67,2.1,broken clouds
303,Tocopilla,CL,-22.092,-70.1979,62.35,71,22,7.45,few clouds
304,Hurricane,US,37.1753,-113.2899,104.34,19,64,17.16,broken clouds
305,Tenkodogo,BF,11.78,-0.3697,74.88,83,100,3.49,moderate rain
306,Kruisfontein,ZA,-34.0033,24.7314,55.89,92,65,2.86,broken clouds
307,Prince Rupert,CA,54.3161,-130.3201,55.09,97,100,11.5,light rain
308,Nago,JP,26.5881,127.9761,88.23,84,100,13.6,overcast clouds
309,Bac Lieu,VN,9.285,105.7244,80.17,85,76,8.21,broken clouds
310,Antofagasta,CL,-23.65,-70.4,54.68,78,26,5.26,scattered clouds
311,Harlingen,US,26.1906,-97.6961,92.05,43,0,19.57,clear sky
312,Coihaique,CL,-45.5752,-72.0662,39.81,75,75,4.61,broken clouds
313,Atar,MR,20.5169,-13.0499,93.07,34,57,5.46,broken clouds
314,Ilulissat,GL,69.2167,-51.1,48.22,66,20,4.61,few clouds
315,Nioro,GM,13.35,-15.75,79.09,77,99,8.46,overcast clouds
316,Humaita,BR,-7.5061,-63.0208,79.29,53,7,1.81,clear sky
317,Copiapo,CL,-27.3667,-70.3333,49.69,43,0,1.5,clear sky
318,Horsham,GB,51.064,-0.3272,76.24,52,13,5.17,few clouds
319,Leningradskiy,RU,69.3833,178.4167,34.84,93,100,19.39,overcast clouds
320,Collie,AU,-33.3667,116.15,45.75,92,6,4.21,clear sky
321,Polunochnoye,RU,60.8697,60.4153,58.53,97,5,1.01,clear sky
322,Nantucket,US,41.2835,-70.0995,75.34,94,100,12.66,mist
323,Waddan,LY,29.1614,16.139,77.38,47,0,10.22,clear sky
324,Saint George,US,37.1041,-113.5841,102.94,19,0,14.97,clear sky
325,Lavrentiya,RU,65.5833,-171.0,36.91,95,100,16.2,light rain
326,Savinka,RU,50.0785,47.0994,64.24,60,0,10.2,clear sky
327,Fernandina Beach,US,30.6697,-81.4626,84.29,89,0,4.61,clear sky
328,Lasa,IT,46.6166,10.7002,70.68,83,76,1.45,broken clouds
329,Zyryanka,RU,65.75,150.85,58.69,76,100,6.82,light rain
330,Calama,CL,-22.4667,-68.9333,55.89,19,0,10.36,clear sky
331,Gonbad-E Qabus,IR,37.25,55.1672,79.75,66,0,2.71,clear sky
332,Cordoba,AR,-31.4135,-64.1811,50.76,42,0,9.22,clear sky
333,Great Bend,US,38.3645,-98.7648,96.93,30,0,12.66,clear sky
334,Uyovu,TZ,-3.2833,31.5258,66.88,43,65,3.47,broken clouds
335,Derzhavinsk,KZ,51.1,66.3167,65.8,66,3,4.41,clear sky
336,Axim,GH,4.8699,-2.2405,74.98,79,99,9.15,overcast clouds
337,Mo I Rana,NO,66.3128,14.1428,51.33,94,100,2.3,overcast clouds
338,La Ronge,CA,55.1001,-105.2842,84.42,28,40,8.05,scattered clouds
339,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,80.42,33,54,9.93,broken clouds
340,Saint-Joseph,RE,-21.3667,55.6167,66.58,75,41,17.63,scattered clouds
341,Mount Isa,AU,-20.7333,139.5,67.77,37,0,3.44,clear sky
342,Ugoofaaru,MV,5.6667,73.0,82.38,77,100,19.13,overcast clouds
343,Sinnamary,GF,5.3833,-52.95,78.8,84,69,8.68,broken clouds
344,Karasjok,NO,69.4719,25.5112,51.51,92,83,6.06,broken clouds
345,Martinez,US,38.0194,-122.1341,102.94,43,0,12.66,clear sky
346,Tsiroanomandidy,MG,-18.7667,46.0333,53.94,75,1,3.31,clear sky
347,San Policarpo,PH,12.1791,125.5072,80.47,83,69,5.39,broken clouds
348,Tautira,PF,-17.7333,-149.15,76.35,73,19,6.71,few clouds
